id,x,y
IMG4287_3,28.05265525333333,-72.01728035000001
IMG4288_5,87.96932192,-29.717280350000003
IMG4289_5,78.41932192,-41.81728035
IMG4290_4,-36.414011413333334,23.649386316666668
IMG4291_5,-88.50924950857143,129.23986245714283
IMG4292_3,6.952655251333333,22.482719649999996
IMG4293_3,-99.68067809142858,18.497005364285716
IMG4294_1,48.71932192,-16.11728035
IMG4295_1,-3.2306780809999998,-66.61728035
IMG4296_1,-158.0806781,17.58271965
IMG4297_4,12.769321920000001,-73.23394701666666
IMG4298_1,28.21932192,-12.31728035
IMG4299_3,18.24432192,-40.467280349999996
IMG4300_5,39.41932192,-14.41728035
IMG4301_3,15.47932192,-75.33728034999999
IMG4302_2,51.81932192,-66.71728035
IMG4303_2,29.01932192,-74.08394701666667
IMG4304_5,42.31932192,8.68271965
IMG4305_5,35.83182192,5.83271965
IMG4306_4,33.71932192,6.18271965
IMG4307_4,19.31932192,-65.91728035
IMG4308_3,59.46932192,-55.86728035
IMG4309_1,-22.55567808,9.13271964975
IMG4310_4,17.985988586666664,-2.4839470173333336
IMG4311_4,37.57646477714286,-25.945851778571427
IMG4312_2,48.769321919999996,-19.36728035
IMG4313_3,-5.2806780810000005,-63.21728035
IMG4314_5,-144.3806781,85.03271965
IMG4315_5,10.239321919400002,35.322719649999996
IMG4316_2,-91.41401141333331,18.849386316666667
IMG4317_2,84.96932192,-25.992280349999998
IMG4318_2,1.1293219185999999,-68.79728034999998
IMG4319_2,-96.13067808,30.282719649999997
IMG4320_2,61.41932192,-65.41728035
IMG4321_5,-50.93067808,8.132719649999999
IMG4322_4,-37.06401141333333,22.43271965
IMG4323_2,38.01932192,-74.21728035
IMG4324_5,32.259321920000005,-23.637280350000005
IMG4325_4,-139.00567809999998,98.5827196375
IMG4326_5,11.51932192,15.88271965
IMG4327_4,5.7193219179999994,-67.41728035
IMG4328_4,-141.0806781,62.28271965
IMG4329_1,-3.730678082,-46.51728035
IMG4330_4,40.17932192000001,6.202719650000001
IMG4331_2,37.99709969777777,5.027164094222223
IMG4332_3,57.66932192,-54.71728035
IMG4333_2,-3.4206780816000006,25.90271965
IMG4334_3,59.01932192,-17.983947016666665
IMG4335_4,65.11932192,-63.01728035
IMG4336_4,54.07646477714286,-14.045851778571429
IMG4337_2,46.31932192,-21.71728035
IMG4338_3,28.41932192,-71.08394701666667
IMG4339_5,-16.48067808,14.38271965
IMG4340_4,51.95265525333334,1.5493863165000004
IMG4341_5,16.16932192,-63.91728035
IMG4342_5,66.41932191999999,-44.26728035
IMG4343_5,-29.652106651428568,19.725576792857144
IMG4344_5,-67.98067808,28.83271965
IMG4345_3,44.952655253333326,0.21605298333333325
IMG4346_3,17.76932192,11.98271965
IMG4347_5,-25.10567808,31.282719650000004
IMG4348_5,49.519321919999996,0.28271965
IMG4349_5,1.2859885853333333,28.816052983333332
IMG4350_2,-148.71401143333333,87.18271965000001
IMG4351_1,-125.7806781,41.749386316666666
IMG4352_4,29.019321920000003,-77.51728035
IMG4353_3,5.488071918562499,-67.58603035
IMG4354_3,-2.3806780819999998,-61.71728035
IMG4355_2,42.31932192,-12.783947016666668
IMG4356_2,2.433607632857143,-69.61728034999999
IMG4357_5,-58.18067807999999,37.362719649999995
IMG4358_2,45.59932192000001,-0.47728035
IMG4359_3,-54.79178919111112,28.827164094444445
IMG4360_4,-10.98067808,19.58271965
IMG4361_4,7.364321918650001,-66.29228035000003
IMG4362_2,34.81932192,-27.16728035
IMG4363_2,4.139321918399999,26.682719650000003
IMG4364_1,61.04432192,-54.61728035
IMG4365_4,44.29432192,-0.04228035000000002
IMG4366_1,-3.3806780819999998,-44.16728035
IMG4367_1,57.269321919999996,-69.06728035
IMG4368_2,46.71932192,-61.98394701666666
IMG4369_4,56.71932192,-14.61728035
IMG4370_4,-52.33067808,19.63271965
IMG4371_1,49.74432192,-36.692280350000004
IMG4372_3,-95.48067808,107.9827196
IMG4373_1,39.594321920000006,4.682719650000001
IMG4374_3,19.01932192,5.58271965
IMG4375_3,48.81932192,10.38271965
IMG4376_2,19.55265525333333,1.082719649666667
IMG4377_1,79.46932192,-24.81728035
IMG4378_3,33.45265525333333,3.28271965
IMG4379_2,20.91932192,-0.61728035
IMG4380_4,45.95265525333334,1.6160529831666668
IMG4381_5,14.579321920000002,-61.237280350000006
IMG4382_4,51.91932192,-28.91728035
IMG4383_3,-18.48067808,27.349386316666667
IMG4384_3,6.952655251833332,24.99938631666666
IMG4385_4,20.176464777142858,-69.30299463571428
IMG4386_3,44.519321919999996,12.98271965
IMG4387_1,-105.7806781,87.58271965
IMG4388_5,13.669321919833335,31.699386316666676
IMG4389_5,-72.58067808000001,38.88271965
IMG4390_3,31.85682192,4.245219649749999
IMG4391_5,7.019321918999999,42.38271965
IMG4392_1,-83.33067808,56.23271965
IMG4393_4,24.31932192,-66.71728035
IMG4394_4,-103.44734476666666,20.116052983333336
IMG4395_4,54.269321919999996,-12.86728035
IMG4396_3,-53.460678079999994,32.74271965
IMG4397_4,-27.614011413333333,33.216052983333334
IMG4398_3,21.21932192,-79.01728035
IMG4399_1,45.29075049142857,-17.04585177857143
IMG4400_5,-127.18067809999998,113.56271962000001
IMG4401_4,44.78598858666666,-52.58394701666666
IMG4402_3,-29.24734474666667,16.449386316666665
IMG4403_4,3.279321919,-68.79728035
IMG4404_2,-5.680678082000001,28.38271965
IMG4405_4,-129.3806781,72.08271965
IMG4406_2,57.35265525333333,-66.61728034999999
IMG4407_1,14.01932192,27.032719649999997
IMG4408_4,44.55265525333334,9.516052983333333
IMG4409_2,48.619321920000004,-55.88394701666667
IMG4410_1,43.81932192,-65.21728035
IMG4411_5,3.019321919,25.58271965
IMG4412_2,-2.7806780819999997,32.63271965
IMG4413_4,11.51932192,15.88271965
IMG4414_2,-82.31401141333333,59.882719650000006
IMG4415_2,-98.61401142,19.549386316666666
IMG4416_5,0.5193219186666665,-60.08394701666666
IMG4417_4,-37.45567808,-7.36728035
IMG4418_5,21.91932192,2.38271965
IMG4419_3,-9.700678081,35.44271965
IMG4420_1,44.21932192,-19.91728035
IMG4421_1,49.81932192,2.6327196500000003
IMG4422_2,-47.14734474666667,-2.8172803500000003
IMG4423_4,-129.0806781,106.65771960000001
IMG4424_2,43.07932192,-66.13728035
IMG4425_3,52.31932192,3.6493863166666665
IMG4426_5,8.219321919,41.48271965
IMG4427_3,-115.34734476666667,87.04938631666666
IMG4428_5,7.919321918625001,-66.12978034999999
IMG4429_2,48.16932192,2.9327196495
IMG4430_4,43.98598858666667,7.182719649666666
IMG4431_1,14.952655253333333,-43.55061368333333
IMG4432_3,12.919321919,-66.71728035
IMG4433_5,-90.44734474666666,20.21605298333333
IMG4434_3,-126.3806781,89.08271965
IMG4435_5,60.619321920000004,-67.15061368333333
IMG4436_5,35.61932192,-22.31728035
IMG4437_3,4.2193219189999995,40.88271965
IMG4438_2,16.79432192,-60.11728035
IMG4439_4,43.81932192,8.08271965
IMG4440_4,-116.0806781,97.28271965
IMG4441_3,39.41932192,-42.717280349999996
IMG4442_5,59.81932192000001,-54.24228035
IMG4443_4,45.88598858666666,-17.783947016666666
IMG4444_5,-103.18067808666666,35.91605298333334
IMG4445_3,15.26932192,-37.84228035
IMG4446_5,-4.4306780815,37.157719650000004
IMG4447_4,24.31932192,-66.81728035
IMG4448_3,-163.7806781,78.38271965
IMG4449_3,15.335988586666668,26.732719649999996
IMG4450_3,17.61932192,6.416052983333333
IMG4451_2,33.71932192,6.18271965
IMG4452_1,7.43432191895,-66.98228035
IMG4453_2,-95.23067808,99.382719625
IMG4454_2,-87.78067808000002,101.41605298333333
IMG4455_3,54.55932192,-60.507280349999995
IMG4456_2,33.96932192,-24.64228035
IMG4457_3,-13.98067808,10.38271965
IMG4458_1,-44.13067808,43.93271965
IMG4459_3,-48.88067808,34.182719649999996
IMG4460_1,63.41932192,-65.31728035
IMG4461_3,19.71932192,26.449386316666665
IMG4462_3,45.98598858666667,-53.71728035
IMG4463_1,28.96932192,-73.21728035
IMG4464_3,-47.447344746666666,0.08271964999999988
IMG4465_3,-55.68067808,23.78271965
IMG4466_1,55.21932192,-1.0839470166666667
IMG4467_4,73.96932192000001,-36.91728035
IMG4468_3,-143.88067809999998,97.38271965
IMG4469_4,-67.78067808,94.18271965
IMG4470_1,47.51932192,-52.71728035
IMG4471_5,65.99432191999999,-64.29228035
IMG4472_2,-44.99734474666667,61.849386316666674
IMG4473_1,4.2193219189999995,24.08271965
IMG4474_4,53.81932192,-47.21728035
IMG4475_4,-89.13067808000001,100.882719625
IMG4476_4,29.81932192,3.08271965
IMG4477_2,-156.88067809999998,19.08271965
IMG4478_2,22.91932192,23.24938631666667
IMG4479_5,-103.14734476666666,51.882719650000006
IMG4480_2,-50.43067808,0.53271965
IMG4481_2,6.639321918599999,37.42271964999999
IMG4482_3,-104.420678096,92.68271965
IMG4483_1,31.41932192,-73.99228035
IMG4484_2,64.41932192,-65.91728035
IMG4485_3,77.05265525333333,-48.41728035
IMG4486_2,27.619321919999997,-41.717280349999996
IMG4487_4,67.88598858666667,-29.550613683333335
IMG4488_4,-134.4806781,65.48271965
IMG4489_5,46.81932192,-53.01728035
IMG4490_1,6.785988584999999,37.11605298333333
IMG4491_3,-3.7806780816666663,23.349386316666667
IMG4492_4,45.01932192,-22.71728035
IMG4493_3,40.88598858666667,9.316052983333334
IMG4494_5,7.269321918999999,-65.59228035
IMG4495_2,4.559321918599999,6.5227196494
IMG4496_5,-60.90067808,67.24271965
IMG4497_1,-118.3306781,94.98271965
IMG4498_3,31.56932192,-23.717280350000003
IMG4499_3,-72.58067808000001,38.88271965
IMG4500_3,-72.43067808,38.932719649999996
IMG4501_5,5.885988585,-68.25061368333333
IMG4502_2,5.639321918599999,23.642719649999997
IMG4503_3,25.41932192,-8.01728035
IMG4504_3,65.41932192,-41.76728035
IMG4505_4,42.18598858666667,-84.05061368333332
IMG4506_4,-112.64734476666666,85.91605298333333
IMG4507_3,0.9193219185000001,-64.86728035
IMG4508_2,8.969321919,-64.76728035
IMG4509_2,21.51932192,-71.51728035
