id,x,y
IMG4287_3,26.41932192,-70.61728035
IMG4288_5,88.61932192,-28.81728035
IMG4289_5,77.31932192,-40.61728035
IMG4290_4,-119.3806781,18.98271965
IMG4291_5,-87.68067808,125.3827196
IMG4292_3,6.719321918,21.28271965
IMG4293_3,-96.28067808,14.08271965
IMG4294_1,43.31932192,-19.81728035
IMG4295_1,-3.780678081,-65.91728035
IMG4296_1,-156.2806781,7.382719649
IMG4297_4,12.71932192,-70.21728035
IMG4298_1,-4.680678082,35.18271965
IMG4299_3,-126.7806781,32.38271965
IMG4300_5,15.21932192,11.38271965
IMG4301_3,13.61932192,-74.81728035
IMG4302_2,53.51932192,-66.11728035
IMG4303_2,20.21932192,-65.71728035
IMG4304_5,43.51932192,6.58271965
IMG4305_5,41.41932192,6.48271965
IMG4306_4,42.51932192,10.88271965
IMG4307_4,17.01932192,-64.91728035
IMG4308_3,17.21932192,-59.51728035
IMG4309_1,-41.98067808,19.08271965
IMG4310_4,16.41932192,-0.31728035
IMG4311_4,47.81932192,3.28271965
IMG4312_2,47.31932192,-20.21728035
IMG4313_3,7.619321919,-54.31728035
IMG4314_5,-145.3806781,84.48271965
IMG4315_5,10.31932192,36.28271965
IMG4316_2,17.41932192,-21.31728035
IMG4317_2,-34.48067808,45.98271965
IMG4318_2,6.919321919,-67.21728035
IMG4319_2,-93.28067808,23.78271965
IMG4320_2,56.91932192,-69.11728035
IMG4321_5,27.41932192,-8.61728035
IMG4322_4,-35.08067808,27.08271965
IMG4323_2,-22.68067808,28.38271965
IMG4324_5,31.21932192,-25.11728035
IMG4325_4,-95.88067808,46.88271965
IMG4326_5,-1.680678082,-53.01728035
IMG4327_4,58.31932192,-17.11728035
IMG4328_4,-140.2806781,60.58271965
IMG4329_1,49.51932192,-83.31728035
IMG4330_4,36.11932192,1.88271965
IMG4331_2,37.11932192,2.48271965
IMG4332_3,75.01932192,-22.51728035
IMG4333_2,-3.380678082,26.68271965
IMG4334_3,59.71932192,-18.91728035
